timestamp,month,hour,T_amb,GHI,DNI,DHI,wind_speed,RH
2014-06-10 22:00:00,6,22,20.22,0.0,-0.0,0.0,1.31,70.7
2014-06-10 23:00:00,6,23,18.92,0.0,-0.0,0.0,1.52,78.3
2014-06-11 00:00:00,6,0,19.36,0.0,-0.0,0.0,0.97,73.15
2014-06-11 01:00:00,6,1,18.69,0.0,-0.0,0.0,0.9,78.3
2014-06-11 02:00:00,6,2,18.6,6.0,0.0,6.0,0.9,75.65
2014-06-11 03:00:00,6,3,20.35,141.0,58.73,123.0,0.34,75.75
2014-06-11 04:00:00,6,4,22.57,360.0,323.74,202.0,0.48,66.35
2014-06-11 05:00:00,6,5,23.91,534.0,427.06,255.0,1.1,60.15
2014-06-11 06:00:00,6,6,25.08,718.0,589.15,252.0,1.59,54.45
2014-06-11 07:00:00,6,7,24.76,837.0,642.61,264.0,1.86,52.6
2014-06-11 08:00:00,6,8,25.24,897.0,647.31,283.0,2.07,49.2
2014-06-11 09:00:00,6,9,26.04,933.0,717.35,246.0,2.62,47.65
2014-06-11 10:00:00,6,10,26.62,897.0,732.7,224.0,2.9,44.55
2014-06-11 11:00:00,6,11,27.15,789.0,675.31,226.0,2.62,43.15
2014-06-11 12:00:00,6,12,27.45,541.0,327.23,309.0,2.41,40.35
2014-06-11 13:00:00,6,13,27.04,483.0,576.98,164.0,2.21,38.85
2014-06-11 14:00:00,6,14,26.59,293.0,433.47,130.0,1.45,38.7
2014-06-11 15:00:00,6,15,26.02,95.0,115.49,73.0,1.03,39.95
2014-06-11 16:00:00,6,16,24.69,0.0,0.0,0.0,0.76,52.6
2014-06-11 17:00:00,6,17,24.94,0.0,-0.0,0.0,0.28,41.15
2014-06-11 18:00:00,6,18,23.68,0.0,-0.0,0.0,1.03,45.5
2014-06-11 19:00:00,6,19,21.62,0.0,-0.0,0.0,1.24,55.65
2014-06-11 20:00:00,6,20,20.18,0.0,-0.0,0.0,1.45,63.7
2014-06-11 21:00:00,6,21,18.8,0.0,-0.0,0.0,1.59,70.55
2014-06-11 22:00:00,6,22,18.81,0.0,-0.0,0.0,1.24,70.55
2014-06-11 23:00:00,6,23,19.22,0.0,-0.0,0.0,1.03,68.2
2014-06-12 00:00:00,6,0,18.92,0.0,-0.0,0.0,1.03,70.55
2014-06-12 01:00:00,6,1,19.47,0.0,-0.0,0.0,0.83,68.2
2014-06-12 02:00:00,6,2,18.9,6.0,0.0,6.0,0.9,70.55
2014-06-12 03:00:00,6,3,19.35,141.0,58.73,123.0,0.55,70.65
2014-06-12 04:00:00,6,4,21.76,191.0,16.39,183.0,0.14,61.85
2014-06-12 05:00:00,6,5,23.44,586.0,595.46,197.0,0.9,54.1
2014-06-12 06:00:00,6,6,24.6,715.0,579.03,257.0,1.31,52.5
2014-06-12 07:00:00,6,7,24.94,564.0,139.05,440.0,1.17,52.6
2014-06-12 08:00:00,6,8,26.13,950.0,786.29,204.0,1.1,47.65
2014-06-12 09:00:00,6,9,27.22,960.0,789.08,204.0,1.31,41.8
2014-06-12 10:00:00,6,10,28.27,909.0,762.72,208.0,2.14,39.25
2014-06-12 11:00:00,6,11,28.35,693.0,421.85,341.0,2.62,39.25
2014-06-12 12:00:00,6,12,28.16,550.0,343.72,306.0,2.83,40.5
2014-06-12 13:00:00,6,13,27.55,204.0,9.03,199.0,2.34,41.8
2014-06-12 14:00:00,6,14,27.02,217.0,140.49,164.0,2.21,43.15
2014-06-12 15:00:00,6,15,26.28,105.0,161.61,74.0,1.93,44.55
2014-06-12 16:00:00,6,16,25.04,0.0,0.0,0.0,1.86,49.05
2014-06-12 17:00:00,6,17,23.48,0.0,-0.0,0.0,0.83,60.05
2014-06-12 18:00:00,6,18,21.63,0.0,-0.0,0.0,0.9,71.0
2014-06-12 19:00:00,6,19,20.0,0.0,-0.0,0.0,1.52,73.2
2014-06-12 20:00:00,6,20,18.86,0.0,-0.0,0.0,0.9,83.85
2014-06-12 21:00:00,6,21,18.22,0.0,-0.0,0.0,0.55,89.75
2014-06-12 22:00:00,6,22,17.83,0.0,-0.0,0.0,0.83,92.85
2014-06-12 23:00:00,6,23,18.21,0.0,-0.0,0.0,0.34,86.75
2014-06-13 00:00:00,6,0,17.98,0.0,-0.0,0.0,0.41,86.7
2014-06-13 01:00:00,6,1,16.93,0.0,-0.0,0.0,0.83,92.8
2014-06-13 02:00:00,6,2,16.73,60.0,123.85,45.0,1.03,92.8
2014-06-13 03:00:00,6,3,17.58,21.0,0.0,21.0,1.38,83.75
2014-06-13 04:00:00,6,4,17.03,65.0,0.0,65.0,1.66,86.6
2014-06-13 05:00:00,6,5,16.57,77.0,0.0,77.0,1.86,83.65
2014-06-13 06:00:00,6,6,16.64,246.0,1.26,245.0,2.07,80.8
2014-06-13 07:00:00,6,7,15.72,593.0,169.32,442.0,1.79,80.65
2014-06-13 08:00:00,6,8,17.37,976.0,836.72,182.0,1.31,70.3
2014-06-13 09:00:00,6,9,19.43,993.0,851.41,177.0,1.38,61.4
2014-06-13 10:00:00,6,10,21.22,945.0,837.33,175.0,1.66,53.6
2014-06-13 11:00:00,6,11,22.4,842.0,803.47,171.0,1.93,48.45
2014-06-13 12:00:00,6,12,22.92,674.0,699.25,177.0,1.86,45.25
2014-06-13 13:00:00,6,13,23.19,487.0,574.78,168.0,2.14,42.25
2014-06-13 14:00:00,6,14,22.89,317.0,533.81,115.0,2.62,40.6
2014-06-13 15:00:00,6,15,22.23,117.0,227.89,73.0,1.79,43.5
2014-06-13 16:00:00,6,16,20.83,0.0,0.0,0.0,0.83,57.45
2014-06-13 17:00:00,6,17,20.87,0.0,-0.0,0.0,0.28,46.35
2014-06-13 18:00:00,6,18,18.03,0.0,-0.0,0.0,1.52,61.05
2014-06-13 19:00:00,6,19,16.93,0.0,-0.0,0.0,1.59,63.05
2014-06-13 20:00:00,6,20,16.0,0.0,-0.0,0.0,1.66,70.0
2014-06-13 21:00:00,6,21,15.34,0.0,-0.0,0.0,1.59,72.45
2014-06-13 22:00:00,6,22,14.86,0.0,-0.0,0.0,1.52,77.75
2014-06-13 23:00:00,6,23,14.49,0.0,-0.0,0.0,1.45,80.45
2014-06-14 00:00:00,6,0,14.56,0.0,-0.0,0.0,1.31,80.55
2014-06-14 01:00:00,6,1,14.89,0.0,-0.0,0.0,1.17,80.55
2014-06-14 02:00:00,6,2,15.22,73.0,239.51,44.0,0.97,77.8
2014-06-14 03:00:00,6,3,17.06,248.0,489.65,98.0,0.55,75.3
2014-06-14 04:00:00,6,4,19.45,449.0,660.13,127.0,0.14,63.6
2014-06-14 05:00:00,6,5,20.98,642.0,762.58,144.0,1.1,57.45
2014-06-14 06:00:00,6,6,22.01,802.0,813.04,159.0,1.52,50.05
2014-06-14 07:00:00,6,7,22.39,916.0,832.0,174.0,1.72,53.85
2014-06-14 08:00:00,6,8,23.42,981.0,841.86,182.0,2.07,50.45
2014-06-14 09:00:00,6,9,24.22,997.0,856.35,176.0,2.28,48.95
2014-06-14 10:00:00,6,10,25.02,949.0,842.32,174.0,2.28,47.4
2014-06-14 11:00:00,6,11,25.55,842.0,798.05,175.0,2.34,45.9
2014-06-14 12:00:00,6,12,25.67,682.0,713.88,174.0,2.62,44.45
2014-06-14 13:00:00,6,13,25.66,515.0,669.09,143.0,2.69,44.45
2014-06-14 14:00:00,6,14,25.42,317.0,526.98,117.0,2.48,45.9
2014-06-14 15:00:00,6,15,24.71,107.0,154.43,77.0,1.93,47.4
2014-06-14 16:00:00,6,16,23.37,0.0,0.0,0.0,1.45,52.25
2014-06-14 17:00:00,6,17,22.43,0.0,-0.0,0.0,0.83,57.75
2014-06-14 18:00:00,6,18,22.65,0.0,-0.0,0.0,0.76,52.1
2014-06-14 19:00:00,6,19,19.97,0.0,-0.0,0.0,1.38,65.95
2014-06-14 20:00:00,6,20,18.06,0.0,-0.0,0.0,1.72,75.45
2014-06-14 21:00:00,6,21,16.89,0.0,-0.0,0.0,1.66,80.8
